"","Country","FLE_524_Q7_6","FLE_524_Q7_7","FLE_524_Q7_8","FLE_524_Q8_1","FLE_524_Q8_2","FLE_524_Q8_3","FLE_524_Q1_1","FLE_524_Q3","FLE_524_Q4_1","FLE_524_Q4_2","FLE_524_Q4_3","FLE_524_Q4_4","FLE_524_Q4_5","FLE_524_Q4_6","FLE_524_Q5_1","FLE_524_Q5_2","FLE_524_Q7_2","FLE_524_Q7_4","FLE_524_Q7_5","FLE_524_Q1_3","FLE_524_Q1_4","FLE_524_Q1_6","FLE_524_Q1_7","FLE_524_Q1_8","FLE_524_Q1_9","FLE_524_Q4_7"
"14","HU",0.313465783664459,0.519519519519519,0.301027900146843,0.439685938615275,0.443745632424878,0.420600858369099,0.534565366187543,0.258333333333333,0.42648401826484,0.371376811594203,0.340136054421769,0.430701754385965,0.270353302611367,0.311577311577312,0.378896882494005,0.425641025641026,0.355119825708061,0.506449422946368,0.265582655826558,0.510565780504431,0.409694555112882,0.607631389488841,0.676209952283572,0.454057679409792,0.677170868347339,0.455178416013925
"15","IE",0.535588442565187,0.384894698620189,0.318049490538574,0.529845741113347,0.495850622406639,0.430472388556221,0.881763527054108,0.640549828178694,0.626898047722343,0.651006711409396,0.636932707355243,0.571651090342679,0.610350076103501,0.620192307692308,0.661754385964912,0.65379113018598,0.59504132231405,0.757275132275132,0.497643097643098,0.706317204301075,0.687957418496341,0.686475409836066,0.735215053763441,0.633471645919779,0.690213392200147,0.675535846267554
"16","IT",0.37237888647867,0.415574963609898,0.343434343434343,0.514089347079038,0.549344375431332,0.397382920110193,0.633399866932801,0.192876344086022,0.342982456140351,0.310548523206751,0.355608591885442,0.331811263318113,0.309178743961353,0.367260390161154,0.337087087087087,0.311413454270597,0.335443037974684,0.519489247311828,0.206381534283775,0.238190286094478,0.312042581503659,0.431924882629108,0.474932249322493,0.280212483399734,0.602564102564103,0.386904761904762
"17","LT",0.489451476793249,0.499302649930265,0.424430641821946,0.600673400673401,0.582655826558266,0.43448744059742,0.772508591065292,0.396988364134155,0.478883861236802,0.498110355253212,0.443656422379827,0.457777777777778,0.398967551622419,0.410596026490066,0.430858806404658,0.386231884057971,0.392,0.607645875251509,0.308992562542258,0.595475715236194,0.606546426185705,0.664583333333333,0.690427698574338,0.498356344510191,0.610511159107271,0.506144393241167
"18","LU",0.676595744680851,0.711001642036125,0.587848932676519,0.555555555555556,0.566091954022989,0.599708879184862,0.626016260162602,0.520114942528736,0.540540540540541,0.627777777777778,0.586274509803922,0.61340206185567,0.517171717171717,0.584229390681004,0.655284552845528,0.603395061728395,0.625757575757576,0.615491009681881,0.551515151515152,0.578392621870883,0.604743083003953,0.637566137566138,0.661375661375661,0.614540466392318,0.669456066945607,0.627340823970037
"19","LV",0.418486171761281,0.520697167755991,0.292699724517906,0.580508474576271,0.538144329896907,0.444210526315789,0.663165266106443,0.333333333333333,0.477346278317152,0.474074074074074,0.401172529313233,0.432624113475177,0.298825256975037,0.381631037212985,0.357811375089993,0.372980910425844,0.405828002842928,0.638326585695007,0.245037645448323,0.513974096796183,0.460569913850232,0.705967976710335,0.702157272094642,0.402414486921529,0.65954415954416,0.5004095004095
"20","MT",0.46875,0.484536082474227,0.437293729372937,0.505636070853462,0.51797385620915,0.338259441707718,0.497777777777778,0.278056951423786,0.444444444444444,0.417582417582418,0.316287878787879,0.245318352059925,0.338568935427574,0.336898395721925,0.34006734006734,0.439922480620155,0.32312925170068,0.588617886178862,0.204301075268817,0.468217054263566,0.572496263079223,0.5,0.586666666666667,0.535087719298246,0.380281690140845,0.367088607594937
"21","NL",0.565742714996446,0.549844236760125,0.508250825082508,0.50265604249668,0.511737089201878,0.455250176180409,0.853465346534653,0.487285223367698,0.511006289308176,0.569166666666667,0.480122324159021,0.510204081632653,0.448627450980392,0.561781609195402,0.587443946188341,0.55,0.574910394265233,0.735094850948509,0.438524590163934,0.557095709570957,0.571428571428571,0.730284956925116,0.697518443997317,0.633333333333333,0.763194444444444,0.600461893764434
"22","PL",0.336283185840708,0.378858024691358,0.283703703703704,0.561475409836066,0.536082474226804,0.475592747559275,0.724489795918367,0.411889596602972,0.479381443298969,0.434579439252336,0.458544839255499,0.47394540942928,0.335621662852784,0.505323505323505,0.35062893081761,0.466973886328725,0.31881051175657,0.5437541750167,0.175720992622401,0.337293729372937,0.205128205128205,0.573924731182796,0.50199203187251,0.322178477690289,0.67578947368421,0.533650039588282
"23","PT",0.302083333333333,0.418195718654434,0.253390435403283,0.477272727272727,0.515274949083503,0.464435146443515,0.477799867461895,0.21881390593047,0.303370786516854,0.268538516918646,0.341346153846154,0.298097251585624,0.259259259259259,0.322429906542056,0.250718390804598,0.256240822320117,0.324267782426778,0.434013605442177,0.148521505376344,0.530152418820411,0.47476759628154,0.352513227513228,0.553752535496957,0.202523240371846,0.644444444444444,0.377403846153846
"24","RO",0.403783431180691,0.453872053872054,0.316831683168317,0.503630363036304,0.5132802124834,0.463366336633663,0.268229166666667,0.169613621480026,0.37463768115942,0.358695652173913,0.341554559043348,0.337004405286344,0.303354746609565,0.374910394265233,0.283571915473756,0.273469387755102,0.28976897689769,0.509765625,0.198830409356725,0.275616083009079,0.16764514024788,0.321885521885522,0.345167652859961,0.254557291666667,0.404907975460123,0.428769017980636
"25","SE",0.609882005899705,0.583739837398374,0.52159739201304,0.528390113560454,0.531477799867462,0.45927446954141,0.836653386454183,0.553990610328638,0.56642800318218,0.576642335766423,0.513452914798206,0.505353319057816,0.440451021846371,0.558577405857741,0.649161196207148,0.571125265392781,0.717514124293785,0.836363636363636,0.605749486652977,0.619427811044577,0.728790915163661,0.832315003394433,0.828725038402458,0.685483870967742,0.825526137135098,0.567732115677321
"26","SI",0.30450070323488,0.401938851603281,0.246636771300448,0.502861230329042,0.440451021846371,0.329192546583851,0.606500691562932,0.236746550472041,0.369547325102881,0.3875,0.33993399339934,0.371287128712871,0.267469879518072,0.270597127739985,0.327131782945736,0.352156862745098,0.33767172812726,0.562753036437247,0.248644986449864,0.374245472837022,0.39906103286385,0.614691614691615,0.51249107780157,0.415646258503401,0.601481481481482,0.398724082934609
"27","SK",0.357638888888889,0.46890286512928,0.250700280112045,0.416497633536173,0.388211382113821,0.345553292600136,0.469665985003408,0.269647696476965,0.433255269320843,0.356554307116105,0.385758998435055,0.381057268722467,0.274170274170274,0.297872340425532,0.347694633408919,0.372980910425844,0.320111343075852,0.58953722334004,0.244897959183673,0.330661322645291,0.312707917498337,0.378284923928077,0.48995983935743,0.437583001328021,0.593137254901961,0.440058479532164
