"","Country","GCB_Q2","GCB_Q3","GCB_Q5_1","GCB_Q5_2","GCB_Q5_3","GCB_Q5_4","GCB_Q5_5","GCB_Q5_6","GCB_Q5_7","GCB_Q8_1","GCB_Q8_2","GCB_Q8_3","GCB_Q8_4","GCB_Q8_5","GCB_Q8_6","GCB_Q9_1","GCB_Q9_2","GCB_Q9_3","GCB_Q9_4","GCB_Q9_5","GCB_Q9_6","GCB_Q19_5","GCB_Q20_1","GCB_Q20_2"
"18","SI",0.225982905982906,0.313421052631579,0.7372634643377,0.531618435155413,0.588607594936709,0.568421052631579,0.636079249217935,0.706963591375044,0.64468085106383,0.964444444444444,0.925628678437667,0.963276836158192,0.979351032448378,0.980952380952381,0.956228956228956,0.992196209587514,0.982343499197432,0.993389990557129,0.997050147492625,0.992857142857143,0.986531986531986,0.232989690721649,0.351047120418848,0.274434156378601
"19","ES",0.190315856982524,0.421097981290005,NA,0.562292909211398,0.560079443892751,0.619976654994164,0.615949119373777,0.726604605585497,0.692396503381164,0.84982174688057,0.805603201829617,0.871412803532009,0.863121614967996,0.865646258503401,0.882428940568475,0.993802567507747,0.992398327632079,0.995049504950495,0.994117647058824,0.990945104697227,0.98970398970399,0.262259615384615,0.27197265625,0.413134549038935
"20","SE",0.597454256165473,0.395348837209302,NA,0.833528722157093,0.700234192037471,0.672124756335283,0.676779463243874,0.738095238095238,0.780660377358491,0.893886966551326,0.910059676044331,0.938349007314525,0.936231884057971,0.957142857142857,0.945736434108527,0.997724687144482,0.999577524292353,0.993769470404984,1,1,1,0.675,0.465116279069767,0.508292383292383
"21","BU",0.131939684715559,0.327380952380952,0.582755075815986,0.374861776631036,0.339755024378642,0.436247387187999,0.48358495087467,0.53590297790586,0.486503452605147,0.863582443653618,0.772063492063492,0.895052833813641,0.935140882509304,0.857068335941575,0.847389558232932,0.942238267148014,0.88591459528362,0.953381642512077,0.970713525026624,0.914583333333333,0.916161616161616,0.200210010500525,0.191083362645093,0.276592022393282
"22","HR",0.145177664974619,0.372704081632653,0.643385070214338,0.53203743700504,0.488980716253444,0.517761033369214,0.446749654218534,0.632840028188865,0.500174520069808,0.904065040650406,0.778835978835979,0.940993788819876,0.917989417989418,0.918918918918919,0.886128364389234,0.966019417475728,0.926933333333333,0.979101358411703,0.976,0.96969696969697,0.9625,0.22440537745605,0.281880977683316,0.345975232198142
"23","CY",0.178743961352657,0.24079754601227,0.457700650759219,NA,0.443526170798898,0.488748241912799,0.528301886792453,0.552795031055901,0.602173913043478,0.911111111111111,0.851318944844125,0.892438764643237,0.873931623931624,0.89,0.903225806451613,1,0.980746089049338,0.976570820021299,0.98494623655914,0.983164983164983,0.983870967741935,0.202731092436975,0.243548387096774,0.364210526315789
"24","CZ",0.263831258644537,0.432088744588745,0.534790528233151,0.536576576576577,0.590046544933763,0.613978494623656,0.657949790794979,0.687174139728884,0.679487179487179,0.778825995807128,0.727768685215494,0.835360908353609,0.755274261603376,0.808612440191388,0.816849816849817,0.976337448559671,0.956498096791735,0.978155339805825,0.99789029535865,0.979365079365079,0.978021978021978,0.236951983298539,0.315721649484536,0.422395273899033
"25","DK",0.708949964763918,0.435215946843854,NA,0.837733192537839,0.766841186736475,0.753654188948307,0.744561403508772,0.826460481099656,0.886910994764398,0.910569105691057,0.901118568232662,0.916890080428954,0.888341543513957,0.951515151515152,0.921875,0.99198717948718,0.996897163120567,0.99294532627866,0.995169082125604,0.994011976047904,1,0.687965921192758,0.504817987152034,0.516211604095563
"26","EE",0.49812734082397,0.521739130434783,0.882352941176471,0.77500988533017,0.62429696287964,0.64190251572327,0.661702940053456,0.783086841107319,0.795944233206591,0.976495726495726,0.938271604938272,0.986282578875171,0.981981981981982,0.980039920159681,0.975757575757576,0.995740149094782,0.988162878787879,0.997262149212868,0.998505231689088,0.994011976047904,1,0.382352941176471,0.446569178852643,0.444948921679909
"27","FI",0.639455782312925,0.466505894962487,0.928571428571429,0.839454354669465,0.634121274409044,0.690625,0.672210672210672,0.759467758444217,0.830168776371308,0.902035623409669,0.869727047146402,0.927131782945736,0.902402402402402,0.929553264604811,0.883597883597884,0.995024875621891,0.996314496314496,0.996941896024465,1,0.996666666666667,1,0.581958762886598,0.545128205128205,0.502879581151833
